Tier,Bed,Plot,Label,Group,Avg_Height_Drone_cm,Vegetation_Fraction,Avg_Temp_C,Average_Height_from_Rover_cm,Average_Leaf_Area_cm2,Average_Pod_Count,Average_Leaf_Count,Average_Flower_Count,Date,Intensive_physiological_plot
10,33,964,Check2,CB-tepary,0.655526759,0.663774822,26.6881947,44.9,620.14,2,23,2,7/25/2022,0
10,34,965,198,CB-tepary,0.109814036,0.075195313,37.72340842,10.65,34.17,0,6,0,6/20/2022,0
10,34,965,198,CB-tepary,0.386880743,0.513779528,31.7623972,27.15,365.48,1,22,1,7/11/2022,0
10,34,965,198,CB-tepary,0.572399957,0.675774842,26.5568511,44.59,739.7,1,24,2,7/25/2022,0
11,34,966,1,CB-tepary,0.145352487,0.048658189,38.44008747,9.4,53.07,0,6,0,6/20/2022,0
11,34,966,1,CB-tepary,0.366851406,0.351401387,32.29630691,29.52,393.5,0,32,0,7/11/2022,0
11,34,966,1,CB-tepary,0.629308444,0.425878099,28.53176517,49.63,835.39,1,25,2,7/25/2022,0
12,34,967,233,CB-tepary,0.098234008,0.026234506,38.14494541,7.18,21.12,0,4,0,6/20/2022,0
12,34,967,233,CB-tepary,0.343823791,0.239946569,32.33627108,24.15,219.78,0,21,0,7/11/2022,0
12,34,967,233,CB-tepary,0.403735426,0.332258202,29.86836838,36.49,710.81,1,28,1,7/25/2022,0
13,34,968,113,CB-tepary,0.130461077,0.047841495,38.04045953,8.44,31.91,0,4,0,6/20/2022,0
13,34,968,113,CB-tepary,0.332134528,0.451162355,32.2916086,25.97,347.44,1,20,0,7/11/2022,0
13,34,968,113,CB-tepary,0.639427269,0.430242272,28.66474339,43.33,629.98,1,19,2,7/25/2022,0
13,35,969,31,CB-tepary,0.125791459,0.038941688,37.78541646,8.42,40.11,0,4,0,6/20/2022,0
13,35,969,31,CB-tepary,0.340266489,0.402605924,33.52548448,24.87,350.06,1,22,1,7/11/2022,0
13,35,969,31,CB-tepary,0.538199472,0.33566823,29.36834041,32.98,476.7,1,23,2,7/25/2022,0
12,35,970,202,CB-tepary,0.13572288,0.063339885,37.73424218,8.07,39.2,0,5,0,6/20/2022,0
12,35,970,202,CB-tepary,0.383961794,0.518400416,33.31438029,28.9,341.75,1,22,1,7/11/2022,0
12,35,970,202,CB-tepary,0.58345056,0.762009298,27.7347568,46.52,795.72,2,23,2,7/25/2022,0
11,35,971,292,CB-tepary,0.104958311,0.053030607,38.01027087,7.55,42.51,0,6,0,6/20/2022,0
11,35,971,292,CB-tepary,0.232976588,0.216816648,36.57694156,26.92,157.96,1,25,1,7/11/2022,0
11,35,971,292,CB-tepary,0.273400187,0.219933712,29.19222763,27.82,310.7,1,25,1,7/25/2022,0
10,35,972,284,CB-tepary,0.092323874,0.019289626,37.87013634,5.85,17.38,0,4,0,6/20/2022,0
10,35,972,284,CB-tepary,0.095642864,0.120172478,38.39266157,32.32,136.74,0,21,0,7/11/2022,0
10,35,972,284,CB-tepary,0.272213027,0.227299017,28.3230757,30.57,531.75,1,29,1,7/25/2022,0
14,32,973,335,CB-tepary,0.029843608,0.059358892,38.08356541,9.19,38.39,0,9,0,6/20/2022,0
14,32,973,335,CB-tepary,0.431906572,0.517029028,31.21087832,33.02,367.75,1,35,1,7/11/2022,0
14,32,973,335,CB-tepary,0.471574008,0.691150954,26.09133958,48.66,919.08,1,45,2,7/25/2022,0
15,32,974,78,CB-tepary,0.114840204,0.037210052,38.39158573,11.8,34.61,0,5,0,6/20/2022,0
15,32,974,78,CB-tepary,0.45235045,0.329560367,33.54990397,28.61,320.42,0,23,0,7/11/2022,0
15,32,974,78,CB-tepary,0.632877716,0.636698584,28.44690066,43.98,956.16,2,27,2,7/25/2022,0
16,32,975,Check2,CB-tepary,0.10294698,0.0901761,38.60974896,11.63,54.1,0,8,0,6/20/2022,0
16,32,975,Check2,CB-tepary,0.471937137,0.517013498,30.63808323,34.4,318.27,1,26,0,7/11/2022,0
16,32,975,Check2,CB-tepary,0.487356275,0.788244663,26.67081729,44.49,835.4,1,28,3,7/25/2022,0
17,32,976,185,CB-tepary,0.075023477,0.046331582,39.10753194,9.24,26.07,0,5,0,6/20/2022,0
17,32,976,185,CB-tepary,0.32490015,0.291315148,31.73468032,31.74,226.63,1,17,0,7/11/2022,0
17,32,976,185,CB-tepary,0.57715615,0.527713028,31.0513131,51.02,634.1,1,23,2,7/25/2022,0
17,33,977,203,CB-tepary,0.126201768,0.048337278,38.68566459,7.83,25.76,0,5,0,6/20/2022,0
17,33,977,203,CB-tepary,0.335654466,0.332817773,36.07520395,32.78,231.94,0,27,0,7/11/2022,0
17,33,977,203,CB-tepary,0.5570057,0.529807425,28.76182902,44.67,731.11,1,24,1,7/25/2022,0
16,33,978,Check1,CB-tepary,0.084204663,0.053592202,38.34792926,7.59,40.02,0,7,0,6/20/2022,0
16,33,978,Check1,CB-tepary,0.323698973,0.453585601,33.17771781,31.58,320.43,1,43,1,7/11/2022,0
16,33,978,Check1,CB-tepary,0.486322671,0.813418489,26.25460711,43.42,1224.17,1,61,1,7/25/2022,0
15,33,979,14,CB-tepary,0.112652794,0.062902706,38.11177417,7.98,41.6,0,6,0,6/20/2022,0
15,33,979,14,CB-tepary,0.376523816,0.363446757,33.10204308,30.66,232.31,0,28,1,7/11/2022,0
15,33,979,14,CB-tepary,0.58551096,0.594113489,27.52084118,42.41,696.6,1,26,2,7/25/2022,0
14,33,980,21,CB-tepary,0.105718049,0.033787049,38.45124932,6.58,25.44,0,4,0,6/20/2022,0
14,33,980,21,CB-tepary,0.276690583,0.260077565,32.59213963,27.23,207.75,0,27,1,7/11/2022,0
14,33,980,21,CB-tepary,0.500563294,0.482409566,27.30278455,37.13,695.91,1,26,2,7/25/2022,0
14,34,981,306,CB-tepary,0.124801457,0.057748067,37.90298652,10.86,45.61,0,6,0,6/20/2022,0
14,34,981,306,CB-tepary,0.397327164,0.342884005,31.47126005,28.04,275.29,0,26,1,7/11/2022,0
14,34,981,306,CB-tepary,0.464766842,0.570743097,28.41116284,40.59,797.33,1,26,2,7/25/2022,0
15,34,982,216,CB-tepary,0.135140309,0.036203286,37.99477029,7.44,25.24,0,4,0,6/20/2022,0
15,34,982,216,CB-tepary,0.225952521,0.395059993,32.1345534,22.08,451.05,1,25,1,7/11/2022,0
16,34,983,84,CB-tepary,0.097129902,0.063023518,38.07637773,9.01,41.53,0,6,0,6/20/2022,0
16,34,983,84,CB-tepary,0.372024783,0.473357621,31.36072335,30.58,356.09,1,27,1,7/11/2022,0
16,34,983,84,CB-tepary,0.49087967,0.78808527,26.43210715,45.92,815.25,1,21,2,7/25/2022,0
17,34,984,289,CB-tepary,0.061738699,0.051746961,38.38218842,8.73,31.1,0,5,0,6/20/2022,0
17,34,984,289,CB-tepary,0.325845332,0.256116423,33.09761288,25.5,183.8,0,21,1,7/11/2022,0
17,34,984,289,CB-tepary,0.473761482,0.346250241,28.69100245,35.88,461.94,1,23,2,7/25/2022,0
17,35,985,41,CB-tepary,0.104562964,0.025592683,38.13303965,8.01,25.93,0,4,0,6/20/2022,0
17,35,985,41,CB-tepary,0.247303125,0.226143607,35.31385588,29.72,197.02,0,30,0,7/11/2022,0
17,35,985,41,CB-tepary,0.463707864,0.432288107,28.68729466,36.13,772.86,2,37,1,7/25/2022,0
16,35,986,338,CB-tepary,0.08102928,0.035420594,38.42072644,6.48,25.2,0,4,0,6/20/2022,0
16,35,986,338,CB-tepary,0.269707333,0.368860142,34.92410518,28.32,243.34,1,31,1,7/11/2022,0
16,35,986,338,CB-tepary,0.382999271,0.731125172,26.87512246,32.71,863.73,1,44,2,7/25/2022,0
15,35,987,273,CB-tepary,0.112628351,0.026095361,38.14263507,7.59,28.32,0,4,0,6/20/2022,0
15,35,987,273,CB-tepary,0.305803624,0.43412226,33.62055044,27.76,465.93,0,23,0,7/11/2022,0
15,35,987,273,CB-tepary,0.283282757,0.312876208,28.50279591,18.15,575.07,1,23,1,7/25/2022,0
14,35,988,124,CB-tepary,0.099310133,0.05666076,37.7228799,10.67,41.69,0,5,0,6/20/2022,0
14,35,988,124,CB-tepary,0.449479966,0.482500881,33.06171705,30.37,303.82,1,19,1,7/11/2022,0
14,35,988,124,CB-tepary,0.50690046,0.628194418,28.30903945,41.29,609.37,1,21,1,7/25/2022,0
18,32,989,Check1,CB-tepary,0.053677969,0.06911629,38.38604783,9.95,49.49,0,9,0,6/20/2022,0
18,32,989,Check1,CB-tepary,0.407474853,0.602268466,31.35800078,32.48,419.25,1,36,1,7/11/2022,0
18,32,989,Check1,CB-tepary,0.505595624,0.802519118,29.08429084,53.31,994.18,1,49,1,7/25/2022,0
19,32,990,332,CB-tepary,0.081622146,0.068258698,38.43674371,9.51,55.57,0,8,0,6/20/2022,0
19,32,990,332,CB-tepary,0.410716832,0.530379598,31.8114964,34.33,360.47,0,31,1,7/11/2022,0
19,32,990,332,CB-tepary,0.496822876,0.756142493,30.88293053,48.18,961.13,1,44,3,7/25/2022,0
20,32,991,Check2,CB-tepary,0.09005881,0.053278028,38.66502205,9.55,43.72,0,6,0,6/20/2022,0
20,32,991,Check2,CB-tepary,0.484641999,0.417674353,32.57313858,35.23,307.5,0,21,1,7/11/2022,0
20,32,991,Check2,CB-tepary,0.442960445,0.683023416,30.23549862,41.37,888.52,1,31,3,7/25/2022,0
21,32,992,135,CB-tepary,0.069077127,0.031854059,39.46198695,8.36,32.27,0,4,0,6/20/2022,0
21,32,992,135,CB-tepary,0.368244489,0.296798838,35.55310542,27.35,325.09,1,25,0,7/11/2022,0
21,32,992,135,CB-tepary,0.499163143,0.592160925,30.21317418,43.72,1099.57,2,35,1,7/25/2022,0
21,33,993,291,CB-tepary,0.116155463,0.025732925,39.60856329,6.69,22.39,0,3,0,6/20/2022,0
21,33,993,291,CB-tepary,0.112561379,0.112298463,38.01406368,22.97,115.34,0,18,1,7/11/2022,0
21,33,993,291,CB-tepary,0.286293104,0.197737935,33.99721304,26.77,370.82,1,25,1,7/25/2022,0
20,33,994,219,CB-tepary,0.095600947,0.022309923,39.16587571,4.53,9.59,0,2,0,6/20/2022,0
20,33,994,219,CB-tepary,0.106801493,0.138428009,35.87664047,26.04,118.22,0,18,1,7/11/2022,0
20,33,994,219,CB-tepary,0.196748168,0.30463944,29.78507394,33.42,463.21,2,31,1,7/25/2022,0
19,33,995,269,CB-tepary,0.078410484,0.028592139,38.43620398,5.64,20.25,0,3,0,6/20/2022,0
19,33,995,269,CB-tepary,0.31263177,0.224567638,32.53105726,27.74,215.23,0,22,0,7/11/2022,0
19,33,995,269,CB-tepary,0.554827534,0.413774497,29.39576272,40.3,869.35,2,43,1,7/25/2022,0
18,33,996,121,CB-tepary,0.088926539,0.051546392,38.32400685,7.05,25.96,0,4,0,6/20/2022,0
18,33,996,121,CB-tepary,0.336332638,0.306547619,32.78167518,31.14,184.58,0,18,1,7/11/2022,0
18,33,996,121,CB-tepary,0.540253356,0.471402055,28.51871592,40.3,541.11,1,19,2,7/25/2022,0
18,34,997,246,CB-tepary,0.092359621,0.052629468,37.76180887,8.95,36.79,0,5,0,6/20/2022,0
18,34,997,246,CB-tepary,0.377134865,0.376464475,32.62340602,31.45,292.04,1,28,1,7/11/2022,0
18,34,997,246,CB-tepary,0.481277928,0.507615192,27.90905092,44.65,772.28,1,30,3,7/25/2022,0
19,34,998,36,CB-tepary,0.095666292,0.035599227,38.34454393,8.54,29.78,0,4,0,6/20/2022,0
19,34,998,36,CB-tepary,0.340488319,0.373956987,32.81795857,29.76,338.79,1,35,1,7/11/2022,0
19,34,998,36,CB-tepary,0.630352288,0.523849607,28.43462243,40.61,902.81,1,34,1,7/25/2022,0
20,34,999,130,CB-tepary,0.093705267,0.043492268,38.52790056,9.48,33.27,0,5,0,6/20/2022,0
20,34,999,130,CB-tepary,0.364155196,0.289088864,30.75387587,28.63,272.82,1,19,0,7/11/2022,0
20,34,999,130,CB-tepary,0.5596802,0.4700198,28.12208708,49.06,636.8,1,21,2,7/25/2022,0
21,34,1000,214,CB-tepary,0.081650693,0.018363402,38.83016038,5.8,14.87,0,3,0,6/20/2022,0
21,34,1000,214,CB-tepary,0.193775208,0.132487717,32.50641603,20.5,178.28,0,18,0,7/11/2022,0
21,34,1000,214,CB-tepary,0.139073454,0.296381981,31.16221964,33.95,685.86,1,30,2,7/25/2022,0
21,35,1001,126,CB-tepary,0.114082959,0.06382893,38.36796478,8.95,37.41,0,5,0,6/20/2022,0
21,35,1001,126,CB-tepary,0.398812368,0.382818405,32.39885389,31.95,237.19,1,22,1,7/11/2022,0
21,35,1001,126,CB-tepary,0.636434386,0.67370284,27.59890461,44.5,769.51,1,24,2,7/25/2022,0
20,35,1002,220,CB-tepary,0.11169903,0.042646585,38.20986411,8.93,30.06,0,5,0,6/20/2022,0
20,35,1002,220,CB-tepary,0.278395186,0.237298463,34.70389779,28.83,190.46,1,22,1,7/11/2022,0
20,35,1002,220,CB-tepary,0.426293439,0.423295455,28.57775567,46.05,625.79,2,28,2,7/25/2022,0
19,35,1003,193,CB-tepary,0.116545278,0.024484536,38.45901944,7.25,30.7,0,4,0,6/20/2022,0
19,35,1003,193,CB-tepary,0.366793986,0.267271279,32.11477908,32.58,279.8,0,32,1,7/11/2022,0
19,35,1003,193,CB-tepary,0.588649981,0.443883277,28.5493964,48.39,951.25,2,21,2,7/25/2022,0
18,35,1004,245,CB-tepary,0.130494588,0.044780928,37.71954198,9.88,45.24,0,4,0,6/20/2022,0
18,35,1004,245,CB-tepary,0.399286675,0.287319309,33.08979063,29.69,212.58,1,21,1,7/11/2022,0
18,35,1004,245,CB-tepary,0.385931602,0.537533454,28.60686951,40.92,711.58,1,25,2,7/25/2022,0
22,32,1005,314,CB-tepary,0.097036898,0.037987886,38.97181988,9.93,36.51,0,5,0,6/20/2022,0
22,32,1005,314,CB-tepary,0.353056572,0.275145294,35.33201352,23.73,240.22,0,18,1,7/11/2022,0
22,32,1005,314,CB-tepary,0.54455726,0.494194078,34.72046807,35.92,739.92,1,25,1,7/25/2022,0
23,32,1006,55,CB-tepary,0.087678216,0.024983724,39.31012736,8.98,25.46,0,4,0,6/20/2022,0
23,32,1006,55,CB-tepary,0.358087495,0.245486851,35.7922213,26.81,272.14,0,21,0,7/11/2022,0
23,32,1006,55,CB-tepary,0.598402673,0.510057843,34.28448235,43.18,955.14,1,26,2,7/25/2022,0
24,32,1007,305,CB-tepary,0.086164441,0.04816366,39.2416255,11.83,28.06,0,4,0,6/20/2022,0
24,32,1007,305,CB-tepary,0.393411278,0.264880952,37.24040831,28.52,269.65,0,19,1,7/11/2022,0
24,32,1007,305,CB-tepary,0.520659962,0.515086949,31.00242169,43.56,700.8,2,24,2,7/25/2022,0
25,32,1008,204,CB-tepary,0.109268811,0.014215528,39.80179121,9.87,16.28,0,3,0,6/20/2022,0
25,32,1008,204,CB-tepary,0.250183254,0.12853862,35.01125418,24.11,220.17,0,23,0,7/11/2022,0
25,32,1008,204,CB-tepary,0.239422321,0.218623482,37.35274822,33.26,627.16,1,25,1,7/25/2022,0
25,33,1009,254,CB-tepary,0.11539076,0.05335857,38.77399543,7.99,35.42,0,5,0,6/20/2022,0
25,33,1009,254,CB-tepary,0.375541869,0.32345994,31.6951055,32.3,264.74,0,27,0,7/11/2022,0
25,33,1009,254,CB-tepary,0.53963358,0.508814772,31.77082479,44.77,515.4,2,23,2,7/25/2022,0
24,33,1010,24,CB-tepary,0.214103578,0.124882827,32.3879013,25.48,182.22,0,22,0,7/11/2022,0
23,33,1011,18,CB-tepary,0.09402905,0.034257291,39.01044242,7.1,26.12,0,5,0,6/20/2022,0
23,33,1011,18,CB-tepary,0.278924239,0.27348144,31.15979671,27.7,306.92,0,22,1,7/11/2022,0
23,33,1011,18,CB-tepary,0.491602178,0.359902443,33.50042145,35.95,596.84,1,22,1,7/25/2022,0
22,33,1012,Check1,CB-tepary,0.075301087,0.028761683,40.23366306,5.49,22.17,0,4,0,6/20/2022,0
22,33,1012,Check1,CB-tepary,0.332399569,0.371338813,32.80056311,28.02,311.35,1,35,1,7/11/2022,0
22,33,1012,Check1,CB-tepary,0.473534174,0.627873102,28.93830575,42.78,1131.44,1,58,1,7/25/2022,0
22,34,1013,199,CB-tepary,0.091281861,0.02198243,39.07861887,6.7,20.97,0,4,0,6/20/2022,0
22,34,1013,199,CB-tepary,0.33159069,0.202615298,30.37851658,27.41,350.54,0,26,0,7/11/2022,0
22,34,1013,199,CB-tepary,0.433733882,0.407407407,27.30922497,40.55,906.26,2,24,2,7/25/2022,0
23,34,1014,184,CB-tepary,0.049557951,0.031890569,39.05266292,6.57,13.48,0,3,0,6/20/2022,0
23,34,1014,184,CB-tepary,0.195983878,0.499625131,27.60876626,21.15,1001.43,1,26,1,7/25/2022,0
24,34,1015,116,CB-tepary,0.072802094,0.068675037,38.07839588,8.44,45.58,0,6,0,6/20/2022,0
25,34,1016,195,CB-tepary,0.084425483,0.057103737,38.54689513,11.11,45.24,0,7,0,6/20/2022,0
25,34,1016,195,CB-tepary,0.365288213,0.560578365,31.33273092,24.3,783.24,1,20,1,7/11/2022,0
25,34,1016,195,CB-tepary,0.537179707,0.405076405,28.82306437,48.63,791.56,1,27,2,7/25/2022,0
25,35,1017,17,CB-tepary,0.044400519,0.087548325,38.45508137,7.83,34.42,0,5,0,6/20/2022,0
25,35,1017,17,CB-tepary,0.3120754,0.922384702,31.74454134,29.29,616.71,1,12,1,7/11/2022,0
25,35,1017,17,CB-tepary,0.395667521,0.762547394,27.76354254,36.33,1062.38,2,20,2,7/25/2022,0
24,35,1018,3,CB-tepary,0.080208021,0.065104898,39.39962199,7.96,32.1,0,4,0,6/20/2022,0
24,35,1018,3,CB-tepary,0.280124841,0.857972045,32.11204013,26.52,763.12,1,19,1,7/11/2022,0
24,35,1018,3,CB-tepary,0.387373994,0.746838688,28.10213593,26.5,1168.82,1,20,2,7/25/2022,0
23,35,1019,Check2,CB-tepary,0.094812214,0.102810889,37.32320141,10.2,56.2,0,8,0,6/20/2022,0
23,35,1019,Check2,CB-tepary,0.46163662,0.850487439,31.23859603,31.84,482.47,1,19,1,7/11/2022,0
23,35,1019,Check2,CB-tepary,0.532673103,0.840204204,25.62624309,45.12,868.35,1,30,3,7/25/2022,0
22,35,1020,11,CB-tepary,0.081384847,0.089173252,38.26922758,10.24,56.75,0,7,0,6/20/2022,0
22,35,1020,11,CB-tepary,0.430128068,0.596152043,30.77111713,31.98,424.05,1,19,1,7/11/2022,0
22,35,1020,11,CB-tepary,0.540695047,0.720819304,26.48131034,48.4,751.21,1,19,2,7/25/2022,0
26,32,1021,297,CB-tepary,0.092352878,0.041196843,38.89330722,9.57,42.27,0,5,0,6/20/2022,0
26,32,1021,297,CB-tepary,0.352947932,0.293189914,31.79426533,30.05,345.3,0,25,1,7/11/2022,0
26,32,1021,297,CB-tepary,0.548946415,0.549641716,31.85686909,42.97,1139.2,1,29,2,7/25/2022,0
27,32,1022,Check1,CB-tepary,0.091371596,0.072446843,38.11462563,12.5,48.94,0,9,0,6/20/2022,0
27,32,1022,Check1,CB-tepary,0.390611792,0.520013123,30.50290849,32.13,383.39,1,38,1,7/11/2022,0
27,32,1022,Check1,CB-tepary,0.545989065,0.795303462,29.06783629,49.34,1039.16,1,52,1,7/25/2022,0
28,32,1023,262,CB-tepary,0.077934697,0.056400177,38.25368786,10.92,39.46,0,6,0,6/20/2022,0
28,32,1023,262,CB-tepary,0.37618797,0.276106112,32.28848995,31.38,248.61,0,20,0,7/11/2022,0
28,32,1023,262,CB-tepary,0.518441719,0.522171907,31.2993654,45.99,754.46,1,26,2,7/25/2022,0
29,32,1024,281,CB-tepary,0.094378471,0.026755987,38.73350081,9.5,21.92,0,3,0,6/20/2022,0
29,32,1024,281,CB-tepary,0.257607115,0.23485721,34.84136538,24.88,281.2,1,26,1,7/11/2022,0
29,32,1024,281,CB-tepary,0.385770913,0.409013988,32.20810059,28.6,870.81,1,43,1,7/25/2022,0
29,33,1025,64,CB-tepary,0.133304235,0.034056721,38.37705263,6.8,30,0,5,0,6/20/2022,0
29,33,1025,64,CB-tepary,0.272456687,0.167728288,33.38278461,21.67,106.89,0,20,0,7/11/2022,0
29,33,1025,64,CB-tepary,0.335907445,0.257973995,33.810725,33.93,458.47,1,21,2,7/25/2022,0
28,33,1026,258,CB-tepary,0.089022905,0.047695455,38.20259167,8,30.13,0,5,0,6/20/2022,0
28,33,1026,258,CB-tepary,0.402554577,0.450994318,30.26913465,34.24,504.31,1,26,2,7/25/2022,0
27,33,1027,19,CB-tepary,0.122907102,0.040310889,38.19059052,7.55,37.16,0,5,0,6/20/2022,0
27,33,1027,19,CB-tepary,0.488153385,0.409846327,28.27096734,42.8,822.6,1,26,3,7/25/2022,0
26,33,1028,333,CB-tepary,0.067763397,0.043170103,38.63628701,6.22,29.71,0,6,0,6/20/2022,0
26,33,1028,333,CB-tepary,0.358584759,0.459950319,31.10803238,29.05,415.27,0,31,1,7/11/2022,0
26,33,1028,333,CB-tepary,0.457339466,0.749759013,27.57798025,39.92,1050.38,1,52,2,7/25/2022,0
26,34,1029,327,CB-tepary,0.078402983,0.025692655,38.95893035,7.67,19.91,0,5,0,6/20/2022,0
26,34,1029,327,CB-tepary,0.269817732,0.59305868,30.60569686,23.13,585.19,1,32,1,7/11/2022,0
27,34,1030,323,CB-tepary,0.395745519,0.535596183,32.06527203,26.29,541.23,1,24,1,7/11/2022,0
28,34,1031,313,CB-tepary,0.116920818,0.34254312,32.61379978,12.84,348.24,0,16,0,7/11/2022,0
29,34,1032,133,CB-tepary,0.076965971,0.01379919,37.97199701,4.55,13.7,0,2,0,6/20/2022,0
29,34,1032,133,CB-tepary,0.098750559,0.419226701,30.83815154,6.4,1937.1,0,14,0,7/11/2022,0
29,34,1032,133,CB-tepary,0.142345802,0.411551412,31.15322602,16.75,2278.68,1,36,1,7/25/2022,0
29,35,1033,144,CB-tepary,0.067969829,0.063420113,38.44321297,9.1,52.14,0,6,0,6/20/2022,0
29,35,1033,144,CB-tepary,0.391713947,0.550029381,32.3003827,31.12,407.2,1,26,0,7/11/2022,0
29,35,1033,144,CB-tepary,0.53572214,0.605595185,29.22124861,42.81,758.15,2,29,2,7/25/2022,0
28,35,1034,295,CB-tepary,0.088250743,0.060772594,38.31708192,7.55,45.7,0,6,0,6/20/2022,0
28,35,1034,295,CB-tepary,0.386717819,0.418916385,31.94343224,30.62,225.57,0,19,0,7/11/2022,0
28,35,1034,295,CB-tepary,0.582526319,0.783386022,28.90321816,39.52,736.29,1,24,2,7/25/2022,0
27,35,1035,100,CB-tepary,0.101718868,0.064392719,38.04793363,7.86,40.5,0,6,0,6/20/2022,0
27,35,1035,100,CB-tepary,0.396211579,0.534911187,31.85838482,23.9,385.96,0,22,0,7/11/2022,0
27,35,1035,100,CB-tepary,0.592926637,0.674849517,27.75618779,42.79,811.84,1,23,2,7/25/2022,0
26,35,1036,Check2,CB-tepary,0.088928116,0.125805412,37.03558026,12.16,75.71,0,9,0,6/20/2022,0
26,35,1036,Check2,CB-tepary,0.544757611,0.883295838,30.01434516,33.83,414.92,1,22,1,7/11/2022,0
26,35,1036,Check2,CB-tepary,0.389972366,0.91694725,26.43616212,34.52,901.67,1,34,2,7/25/2022,0
2,36,1037,147,CB-tepary,0.107460664,0.048485825,38.61513168,9.65,36.08,0,5,0,6/20/2022,0
2,36,1037,147,CB-tepary,0.370872857,0.267505624,35.39472662,24.54,259.91,1,24,0,7/11/2022,0
2,36,1037,147,CB-tepary,0.582784239,0.430242597,27.90133091,37.77,705.64,1,23,1,7/25/2022,0
3,36,1038,250,CB-tepary,0.098655808,0.044176869,38.76952171,7.54,19.77,0,4,0,6/20/2022,0
3,36,1038,250,CB-tepary,0.210636373,0.161323585,37.16087207,18.48,136.92,0,20,0,7/11/2022,0
3,36,1038,250,CB-tepary,0.240535554,0.298295455,30.32033305,30.17,398.62,1,30,1,7/25/2022,0
4,36,1039,27,CB-tepary,0.099711565,0.028269974,38.4424947,10.07,23.65,0,4,0,6/20/2022,0
4,36,1039,27,CB-tepary,0.36481434,0.143307087,35.33551379,23.09,147.81,1,17,1,7/11/2022,0
4,36,1039,27,CB-tepary,0.336935143,0.221203512,31.07576693,30.1,413.1,1,21,1,7/25/2022,0
5,36,1040,Check2,CB-tepary,0.096640107,0.042921898,38.55814033,10.59,33.99,0,5,0,6/20/2022,0
5,36,1040,Check2,CB-tepary,0.344048843,0.342191601,32.34467863,24.09,319.25,0,33,1,7/11/2022,0
5,36,1040,Check2,CB-tepary,0.459504211,0.628658379,26.42954466,38.88,853.52,1,37,3,7/25/2022,0
5,37,1041,201,CB-tepary,0.080838421,0.024670063,37.94516474,6.13,18.26,0,3,0,6/20/2022,0
4,37,1042,26,CB-tepary,0.110634786,0.025531572,37.96740977,6.49,16.45,0,3,0,6/20/2022,0
4,37,1042,26,CB-tepary,0.298524059,0.153144919,36.46001054,26.01,215.25,0,26,0,7/11/2022,0
4,37,1042,26,CB-tepary,0.40316742,0.295369105,29.27621006,28.49,899.33,1,27,1,7/25/2022,0
3,37,1043,286,CB-tepary,0.127445668,0.033464884,37.53541016,6.42,21.95,0,3,0,6/20/2022,0
3,37,1043,286,CB-tepary,0.170189924,0.15745688,39.07553146,25.77,135.97,0,23,0,7/11/2022,0
3,37,1043,286,CB-tepary,0.354498335,0.288976412,29.89131363,28.1,497.7,1,35,1,7/25/2022,0
3,38,1046,81,CB-tepary,0.097517303,0.026457796,37.92376678,9.96,21.08,0,4,0,6/20/2022,0
3,38,1046,81,CB-tepary,0.181875803,0.138180272,34.16512753,21.25,130.43,0,19,0,7/11/2022,0
3,38,1046,81,CB-tepary,0.261578287,0.283186599,29.31480519,32.71,430.34,1,26,1,7/25/2022,0
4,38,1047,Check1,CB-tepary,0.061547014,0.031810341,37.49708456,11.86,37.09,0,8,0,6/20/2022,0
4,38,1047,Check1,CB-tepary,0.356304932,0.243173658,31.91018736,26.7,248.74,1,32,0,7/11/2022,0
4,38,1047,Check1,CB-tepary,0.605066862,0.558897243,27.8476886,48.19,760.6,1,39,1,7/25/2022,0
5,38,1048,142,CB-tepary,0.122205824,0.028841911,37.02289593,13.32,44.91,0,7,0,6/20/2022,0
5,38,1048,142,CB-tepary,0.394231483,0.161942555,33.70140774,29.4,207.25,1,22,1,7/11/2022,0
5,39,1049,99,CB-tepary,0.23889409,0.151832583,32.91105791,26.13,174.59,0,21,0,7/11/2022,0
5,39,1049,99,CB-tepary,0.423246275,0.290770957,29.35953517,36.12,618.23,1,23,1,7/25/2022,0
4,39,1050,159,CB-tepary,0.244160933,0.11818054,32.95461126,22.03,161.46,0,20,0,7/11/2022,0
4,39,1050,159,CB-tepary,0.180006796,0.118406285,30.91047803,19.38,337.76,0,16,1,7/25/2022,0
3,39,1051,25,CB-tepary,0.307749101,0.158370829,33.24575061,25.44,199.33,1,22,1,7/11/2022,0
3,39,1051,25,CB-tepary,0.4627244,0.260082023,30.91934477,27.32,681.35,1,26,1,7/25/2022,0
6,36,1053,166,CB-tepary,0.099596079,0.029002367,38.73247621,8.29,21.38,0,4,0,6/20/2022,0
6,36,1053,166,CB-tepary,0.241409995,0.246859768,34.22268065,19.16,238.02,1,21,1,7/11/2022,0
6,36,1053,166,CB-tepary,0.402550094,0.401495191,29.08246086,30.85,645.46,1,28,1,7/25/2022,0
7,36,1054,52,CB-tepary,0.130573389,0.031970797,38.6087791,7.03,24.13,0,4,0,6/20/2022,0
7,36,1054,52,CB-tepary,0.265356011,0.223034434,34.90613477,19.9,252.87,0,20,0,7/11/2022,0
7,36,1054,52,CB-tepary,0.265789303,0.325294771,29.40090732,29,668.79,1,30,1,7/25/2022,0
8,36,1055,7,CB-tepary,0.101674587,0.030766753,38.47461246,10.97,21.09,0,5,0,6/20/2022,0
